MF Code,fund_house,s_name1,s_name,rupeevest_rating,rank_3year,ytd_returns,returns_1month,returns_6month,returns_3month,returns_1year,returns_3year,returns_5year,aumtotal,expenceratio,schemecode
Invesco India Nifty G-sec Jul 2027 Index Fund-Reg(G),Nippon India Mutual Fund,Nippon India Strategic Debt Fund(G),Nippon India Strategic Debt Fund(G),2,9,3.76,1.87,5.11,3.21,9.93,6.92,7.73,99.19,1.09,21911
Invesco India Nifty G-sec Jul 2027 Index Fund-Reg(G),ICICI Prudential Mutual Fund,ICICI Pru Medium Term Bond Fund(G),ICICI Pru Medium Term Bond Fund(G),4,3,3.74,1.68,5.14,3.14,9.78,7.52,7.26,5684.4,1.35,1667
Invesco India Nifty G-sec Jul 2027 Index Fund-Reg(G),Axis Mutual Fund,Axis Strategic Bond Fund-Reg(G),Axis Strategic Bond Fund-Reg(G),4,2,3.81,1.92,5.28,3.34,10.14,7.68,7.17,1898.61,1.14,8136
HDFC Income Plus Arbitrage Active FOF-Reg(G),HDFC Mutual Fund,HDFC Income Plus Arbitrage Active FOF-Reg(G),HDFC Income Plus Arbitrage Active FOF-Reg(G),Unrated,23,-2.22,1.53,-1.52,-0.03,6.12,12.96,18.33,69.69,1.0,16034
HDFC Income Plus Arbitrage Active FOF-Reg(G),ICICI Prudential Mutual Fund,ICICI Pru Bharat 22 FOF-(G),ICICI Pru Bharat 22 FOF-(G),Unrated,1,-0.03,3.98,-4.97,3.47,3.83,27.85,34.24,2206.27,0.13,40232
HDFC Income Plus Arbitrage Active FOF-Reg(G),ICICI Prudential Mutual Fund,ICICI Pru India Equity (FOF)(G),ICICI Pru India Equity (FOF)(G),Unrated,2,-0.56,2.99,-1.84,2.72,11.97,19.99,29.83,157.97,1.21,44626
HDFC Income Plus Arbitrage Active FOF-Reg(G),ICICI Prudential Mutual Fund,ICICI Pru Thematic Advantage Fund(FOF)(G),ICICI Pru Thematic Advantage Fund(FOF)(G),Unrated,3,1.11,4.38,1.12,4.55,18.61,18.94,29.37,2595.41,1.48,1706
HDFC Income Plus Arbitrage Active FOF-Reg(G),ICICI Prudential Mutual Fund,ICICI Pru Passive Strategy Fund(FOF)(G),ICICI Pru Passive Strategy Fund(FOF)(G),Unrated,6,2.87,5.12,0.71,5.68,13.84,18.01,25.13,181.02,0.44,1698
SBI LT Advantage Fund-III-Reg(G),SBI Mutual Fund,SBI LT Advantage Fund-III-Reg(G),SBI LT Advantage Fund-III-Reg(G),Unrated,12,-4.45,5.03,-5.69,3.19,9.85,17.86,31.39,68.5,,34307
SBI LT Advantage Fund-III-Reg(G),Sundaram Mutual Fund,Sundaram LT Micro Cap Tax Adv Fund-Sr VI-Reg(G),Sundaram LT Micro Cap Tax Adv Fund-Sr VI-Reg(G),Unrated,19,-7.99,5.53,-9.07,-2.62,2.07,16.79,35.83,32.63,1.42,37867
SBI LT Advantage Fund-III-Reg(G),Sundaram Mutual Fund,Sundaram LT Tax Adv Fund-Sr III-Reg(G),Sundaram LT Tax Adv Fund-Sr III-Reg(G),Unrated,15,-6.76,5.39,-8.44,-2.05,2.37,17.71,35.02,30.07,1.41,38374
SBI LT Advantage Fund-III-Reg(G),Quant Mutual Fund,Quant ELSS Tax Saver Fund(G),Quant ELSS Tax Saver Fund(G),5,39,-1.5,3.85,-10.25,1.17,-6.46,13.86,34.77,10404.84,1.67,889
SBI LT Advantage Fund-III-Reg(G),Sundaram Mutual Fund,Sundaram LT Micro Cap Tax Adv Fund-Sr V-Reg(G),Sundaram LT Micro Cap Tax Adv Fund-Sr V-Reg(G),Unrated,25,-7.76,5.31,-8.96,-2.35,3.45,16.04,34.74,27.2,1.41,36903
Sundaram LT Micro Cap Tax Adv Fund-Sr III-Reg(G),Sundaram Mutual Fund,Sundaram LT Micro Cap Tax Adv Fund-Sr III-Reg(G),Sundaram LT Micro Cap Tax Adv Fund-Sr III-Reg(G),Unrated,24,-8.46,5.22,-10.1,-2.99,1.75,16.26,34.1,67.63,1.43,36026
Sundaram LT Micro Cap Tax Adv Fund-Sr III-Reg(G),Sundaram Mutual Fund,Sundaram LT Micro Cap Tax Adv Fund-Sr VI-Reg(G),Sundaram LT Micro Cap Tax Adv Fund-Sr VI-Reg(G),Unrated,19,-7.99,5.53,-9.07,-2.62,2.07,16.79,35.83,32.63,1.42,37867
Sundaram LT Micro Cap Tax Adv Fund-Sr III-Reg(G),Sundaram Mutual Fund,Sundaram LT Tax Adv Fund-Sr III-Reg(G),Sundaram LT Tax Adv Fund-Sr III-Reg(G),Unrated,15,-6.76,5.39,-8.44,-2.05,2.37,17.71,35.02,30.07,1.41,38374
Sundaram LT Micro Cap Tax Adv Fund-Sr III-Reg(G),Quant Mutual Fund,Quant ELSS Tax Saver Fund(G),Quant ELSS Tax Saver Fund(G),5,39,-1.5,3.85,-10.25,1.17,-6.46,13.86,34.77,10404.84,1.67,889
Sundaram LT Micro Cap Tax Adv Fund-Sr III-Reg(G),Sundaram Mutual Fund,Sundaram LT Micro Cap Tax Adv Fund-Sr V-Reg(G),Sundaram LT Micro Cap Tax Adv Fund-Sr V-Reg(G),Unrated,25,-7.76,5.31,-8.96,-2.35,3.45,16.04,34.74,27.2,1.41,36903
Groww Short Duration Fund-Reg(G),Groww Mutual Fund,Groww Short Duration Fund-Reg(G),Groww Short Duration Fund-Reg(G),Unrated,22,3.47,1.8,4.48,2.97,8.51,5.86,4.82,67.44,1.1,23158
Groww Short Duration Fund-Reg(G),Bank of India Mutual Fund,Bank of India Short Term Income Fund-Reg(G),Bank of India Short Term Income Fund-Reg(G),Unrated,1,3.19,1.52,6.28,2.75,10.47,9.38,8.25,114.11,1.0,7456
Groww Short Duration Fund-Reg(G),UTI Mutual Fund,UTI Short Duration Fund-Reg(G),UTI Short Duration Fund-Reg(G),4,6,3.42,1.74,4.7,3.0,8.99,7.08,7.47,2565.85,0.84,3656
Groww Short Duration Fund-Reg(G),Franklin Templeton Mutual Fund,Franklin India ST Income Plan(G),Franklin India ST Income Plan(G),1,23,6.6,6.6,6.6,6.6,6.6,5.38,7.32,12.51,,3402
Groww Short Duration Fund-Reg(G),Aditya Birla Sun Life Mutual Fund,Aditya Birla SL Short Term Fund(G),Aditya Birla SL Short Term Fund(G),4,4,3.54,1.77,4.86,3.06,9.35,7.2,7.03,8068.03,0.94,287
Motilal Oswal Nifty Realty ETF,Motilal Oswal Mutual Fund,Motilal Oswal Nifty Realty ETF,Motilal Oswal Nifty Realty ETF,Unrated,,-14.86,2.53,-11.41,2.25,-5.28,,,66.85,0.4,48548
Motilal Oswal Nifty Realty ETF,Nippon India Mutual Fund,CPSE ETF,CPSE ETF,Unrated,3,5.94,3.84,-3.28,6.75,7.86,34.21,40.12,37632.49,0.07,27621
Motilal Oswal Nifty Realty ETF,Nippon India Mutual Fund,Nippon India ETF Nifty PSU Bank BeES,Nippon India ETF Nifty PSU Bank BeES,Unrated,2,2.22,9.79,6.23,7.71,-5.52,35.07,38.87,2522.19,0.49,3722
Motilal Oswal Nifty Realty ETF,Kotak Mahindra Mutual Fund,Kotak Nifty PSU Bank ETF,Kotak Nifty PSU Bank ETF,Unrated,1,2.22,9.79,6.22,7.71,-5.54,35.09,38.81,1375.14,0.49,3723
Motilal Oswal Nifty Realty ETF,ICICI Prudential Mutual Fund,Bharat 22 ETF,Bharat 22 ETF,Unrated,5,0.04,3.95,-4.52,3.84,4.22,28.25,34.59,17930.29,0.07,38252
Bank of India Conservative Hybrid Fund-Reg(G),Bank of India Mutual Fund,Bank of India Conservative Hybrid Fund-Reg(G),Bank of India Conservative Hybrid Fund-Reg(G),Unrated,17,1.12,2.0,1.41,2.04,4.35,7.05,12.08,66.49,2.05,7569
Bank of India Conservative Hybrid Fund-Reg(G),HDFC Mutual Fund,HDFC Hybrid Debt Fund(G),HDFC Hybrid Debt Fund(G),4,2,3.34,2.62,3.25,3.62,9.85,10.81,12.66,3309.97,1.73,1298
Bank of India Conservative Hybrid Fund-Reg(G),Kotak Mahindra Mutual Fund,Kotak Debt Hybrid Fund(G),Kotak Debt Hybrid Fund(G),5,3,2.75,2.91,2.84,3.02,10.83,10.74,12.63,3017.08,1.66,2051
Bank of India Conservative Hybrid Fund-Reg(G),SBI Mutual Fund,SBI Conservative Hybrid Fund-Reg(G),SBI Conservative Hybrid Fund-Reg(G),4,5,2.25,2.14,2.25,2.98,9.62,9.87,12.5,9666.02,1.54,2797
Bank of India Conservative Hybrid Fund-Reg(G),UTI Mutual Fund,UTI Conservative Hybrid Fund-Reg(G),UTI Conservative Hybrid Fund-Reg(G),3,4,3.04,2.52,2.92,3.49,11.92,9.95,12.39,1647.97,1.81,3631
Baroda BNP Paribas Nifty 50 Index Fund-Reg(G),Baroda BNP Paribas Mutual Fund,Baroda BNP Paribas Nifty 50 Index Fund-Reg(G),Baroda BNP Paribas Nifty 50 Index Fund-Reg(G),Unrated,,2.89,3.44,-1.22,4.4,8.87,,,64.86,0.56,41180
Baroda BNP Paribas Nifty 50 Index Fund-Reg(G),Motilal Oswal Mutual Fund,Motilal Oswal Nifty Smallcap 250 Index Fund-Reg(G),Motilal Oswal Nifty Smallcap 250 Index Fund-Reg(G),Unrated,9,-10.37,4.22,-8.27,-2.13,2.97,17.16,34.0,791.62,1.04,43811
Baroda BNP Paribas Nifty 50 Index Fund-Reg(G),Motilal Oswal Mutual Fund,Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),Unrated,3,-4.44,4.24,-4.28,1.61,9.48,20.47,31.86,1986.88,1.0,43810
Baroda BNP Paribas Nifty 50 Index Fund-Reg(G),DSP Mutual Fund,DSP Nifty 50 Equal Weight Index Fund-Reg(G),DSP Nifty 50 Equal Weight Index Fund-Reg(G),5,16,3.64,3.24,-3.37,4.09,7.39,15.4,26.75,1984.11,0.92,38179
Baroda BNP Paribas Nifty 50 Index Fund-Reg(G),Sundaram Mutual Fund,Sundaram Nifty 100 Equal Weight Fund(G),Sundaram Nifty 100 Equal Weight Fund(G),Unrated,33,0.82,3.77,-4.32,3.86,5.39,14.65,24.5,98.89,1.08,2384
Nippon India FHF-XLI-8-3654D(G),Nippon India Mutual Fund,Nippon India FHF-XLI-8-3654D(G),Nippon India FHF-XLI-8-3654D(G),Unrated,5,4.12,2.16,5.25,3.59,10.99,8.09,7.04,64.19,,43259
Nippon India FHF-XLI-8-3654D(G),ICICI Prudential Mutual Fund,ICICI Pru FMP-85-10Y-I(G),ICICI Pru FMP-85-10Y-I(G),Unrated,2,4.25,2.18,5.4,3.69,11.08,8.22,7.19,452.63,,43023
Nippon India FHF-XLI-8-3654D(G),SBI Mutual Fund,SBI FMP-1-3668D-Reg(G),SBI FMP-1-3668D-Reg(G),Unrated,1,4.19,2.12,5.41,3.62,11.1,8.26,7.17,47.8,,43205
Nippon India FHF-XLI-8-3654D(G),Bandhan Mutual Fund,Bandhan FTP-179-3652D-Reg(G),Bandhan FTP-179-3652D-Reg(G),Unrated,3,4.18,2.24,5.34,3.65,11.09,8.15,7.17,342.25,,42924
Nippon India FHF-XLI-8-3654D(G),SBI Mutual Fund,SBI FMP-6-3668D-Reg(G),SBI FMP-6-3668D-Reg(G),Unrated,6,4.15,2.13,5.34,3.57,10.87,8.05,6.92,34.58,,43566
Franklin India Multi-Asset Solution FoF(G),Franklin Templeton Mutual Fund,Franklin India Multi-Asset Solution FoF(G),Franklin India Multi-Asset Solution FoF(G),Unrated,25,8.32,5.07,8.21,8.2,14.98,12.45,10.16,63.58,1.38,31040
Franklin India Multi-Asset Solution FoF(G),ICICI Prudential Mutual Fund,ICICI Pru Bharat 22 FOF-(G),ICICI Pru Bharat 22 FOF-(G),Unrated,1,-0.03,3.98,-4.97,3.47,3.83,27.85,34.24,2206.27,0.13,40232
Franklin India Multi-Asset Solution FoF(G),ICICI Prudential Mutual Fund,ICICI Pru India Equity (FOF)(G),ICICI Pru India Equity (FOF)(G),Unrated,2,-0.56,2.99,-1.84,2.72,11.97,19.99,29.83,157.97,1.21,44626
Franklin India Multi-Asset Solution FoF(G),ICICI Prudential Mutual Fund,ICICI Pru Thematic Advantage Fund(FOF)(G),ICICI Pru Thematic Advantage Fund(FOF)(G),Unrated,3,1.11,4.38,1.12,4.55,18.61,18.94,29.37,2595.41,1.48,1706
Franklin India Multi-Asset Solution FoF(G),ICICI Prudential Mutual Fund,ICICI Pru Passive Strategy Fund(FOF)(G),ICICI Pru Passive Strategy Fund(FOF)(G),Unrated,6,2.87,5.12,0.71,5.68,13.84,18.01,25.13,181.02,0.44,1698
ICICI Pru FMP-88-1303D-S(G),ICICI Prudential Mutual Fund,ICICI Pru FMP-88-1303D-S(G),ICICI Pru FMP-88-1303D-S(G),Unrated,,2.89,1.11,3.84,2.3,8.45,,,63.55,,47688
ICICI Pru FMP-88-1303D-S(G),ICICI Prudential Mutual Fund,ICICI Pru FMP-85-10Y-I(G),ICICI Pru FMP-85-10Y-I(G),Unrated,2,4.25,2.18,5.4,3.69,11.08,8.22,7.19,452.63,,43023
ICICI Pru FMP-88-1303D-S(G),SBI Mutual Fund,SBI FMP-1-3668D-Reg(G),SBI FMP-1-3668D-Reg(G),Unrated,1,4.19,2.12,5.41,3.62,11.1,8.26,7.17,47.8,,43205
ICICI Pru FMP-88-1303D-S(G),Bandhan Mutual Fund,Bandhan FTP-179-3652D-Reg(G),Bandhan FTP-179-3652D-Reg(G),Unrated,3,4.18,2.24,5.34,3.65,11.09,8.15,7.17,342.25,,42924
ICICI Pru FMP-88-1303D-S(G),Nippon India Mutual Fund,Nippon India FHF-XLI-8-3654D(G),Nippon India FHF-XLI-8-3654D(G),Unrated,5,4.12,2.16,5.25,3.59,10.99,8.09,7.04,64.19,,43259
Zerodha Nifty Midcap 150 ETF,Zerodha Mutual Fund,Zerodha Nifty Midcap 150 ETF,Zerodha Nifty Midcap 150 ETF,Unrated,,-4.04,4.36,-3.65,1.97,,,,63.43,0.21,48886
Zerodha Nifty Midcap 150 ETF,Nippon India Mutual Fund,CPSE ETF,CPSE ETF,Unrated,3,5.94,3.84,-3.28,6.75,7.86,34.21,40.12,37632.49,0.07,27621
Zerodha Nifty Midcap 150 ETF,Nippon India Mutual Fund,Nippon India ETF Nifty PSU Bank BeES,Nippon India ETF Nifty PSU Bank BeES,Unrated,2,2.22,9.79,6.23,7.71,-5.52,35.07,38.87,2522.19,0.49,3722
Zerodha Nifty Midcap 150 ETF,Kotak Mahindra Mutual Fund,Kotak Nifty PSU Bank ETF,Kotak Nifty PSU Bank ETF,Unrated,1,2.22,9.79,6.22,7.71,-5.54,35.09,38.81,1375.14,0.49,3723
Zerodha Nifty Midcap 150 ETF,ICICI Prudential Mutual Fund,Bharat 22 ETF,Bharat 22 ETF,Unrated,5,0.04,3.95,-4.52,3.84,4.22,28.25,34.59,17930.29,0.07,38252
Nippon India ETF Nifty Dividend Opportunities 50,Nippon India Mutual Fund,Nippon India ETF Nifty Dividend Opportunities 50,Nippon India ETF Nifty Dividend Opportunities 50,Unrated,13,-4.23,1.33,-8.41,-3.0,4.12,18.89,25.91,62.67,0.37,17481
Nippon India ETF Nifty Dividend Opportunities 50,Nippon India Mutual Fund,CPSE ETF,CPSE ETF,Unrated,3,5.94,3.84,-3.28,6.75,7.86,34.21,40.12,37632.49,0.07,27621
Nippon India ETF Nifty Dividend Opportunities 50,Nippon India Mutual Fund,Nippon India ETF Nifty PSU Bank BeES,Nippon India ETF Nifty PSU Bank BeES,Unrated,2,2.22,9.79,6.23,7.71,-5.52,35.07,38.87,2522.19,0.49,3722
Nippon India ETF Nifty Dividend Opportunities 50,Kotak Mahindra Mutual Fund,Kotak Nifty PSU Bank ETF,Kotak Nifty PSU Bank ETF,Unrated,1,2.22,9.79,6.22,7.71,-5.54,35.09,38.81,1375.14,0.49,3723
Nippon India ETF Nifty Dividend Opportunities 50,ICICI Prudential Mutual Fund,Bharat 22 ETF,Bharat 22 ETF,Unrated,5,0.04,3.95,-4.52,3.84,4.22,28.25,34.59,17930.29,0.07,38252
Navi Liquid Fund-Reg(G),Navi Mutual Fund,Navi Liquid Fund-Reg(G),Navi Liquid Fund-Reg(G),Unrated,30,2.07,0.6,3.38,1.65,6.87,6.53,5.27,62.62,0.2,8544
Navi Liquid Fund-Reg(G),Quant Mutual Fund,Quant Liquid Plan(G),Quant Liquid Plan(G),5,31,2.21,0.66,3.53,1.77,7.04,6.51,5.57,1536.26,0.54,883
Navi Liquid Fund-Reg(G),Bank of India Mutual Fund,Bank of India Liquid Fund-Reg(G),Bank of India Liquid Fund-Reg(G),2,1,2.31,0.73,3.66,1.87,7.36,6.87,5.46,1523.92,0.13,5836
Navi Liquid Fund-Reg(G),Mahindra Manulife Mutual Fund,Mahindra Manulife Liquid Fund-Reg(G),Mahindra Manulife Liquid Fund-Reg(G),5,4,2.27,0.7,3.61,1.83,7.28,6.82,5.46,1025.78,0.26,35846
Navi Liquid Fund-Reg(G),Axis Mutual Fund,Axis Liquid Fund-Reg(G),Axis Liquid Fund-Reg(G),4,2,2.33,0.74,3.67,1.88,7.32,6.84,5.46,32608.9,0.17,8029
DSP Nifty PSU Bank ETF,DSP Mutual Fund,DSP Nifty PSU Bank ETF,DSP Nifty PSU Bank ETF,Unrated,,2.33,9.82,6.34,7.8,-5.4,,,62.41,0.15,47908
DSP Nifty PSU Bank ETF,Nippon India Mutual Fund,CPSE ETF,CPSE ETF,Unrated,3,5.94,3.84,-3.28,6.75,7.86,34.21,40.12,37632.49,0.07,27621
DSP Nifty PSU Bank ETF,Nippon India Mutual Fund,Nippon India ETF Nifty PSU Bank BeES,Nippon India ETF Nifty PSU Bank BeES,Unrated,2,2.22,9.79,6.23,7.71,-5.52,35.07,38.87,2522.19,0.49,3722
DSP Nifty PSU Bank ETF,Kotak Mahindra Mutual Fund,Kotak Nifty PSU Bank ETF,Kotak Nifty PSU Bank ETF,Unrated,1,2.22,9.79,6.22,7.71,-5.54,35.09,38.81,1375.14,0.49,3723
DSP Nifty PSU Bank ETF,ICICI Prudential Mutual Fund,Bharat 22 ETF,Bharat 22 ETF,Unrated,5,0.04,3.95,-4.52,3.84,4.22,28.25,34.59,17930.29,0.07,38252
Groww Dynamic Bond Fund-Reg(G),Groww Mutual Fund,Groww Dynamic Bond Fund-Reg(G),Groww Dynamic Bond Fund-Reg(G),Unrated,20,4.56,2.74,5.33,3.86,9.73,6.45,5.59,62.41,1.25,38110
Groww Dynamic Bond Fund-Reg(G),UTI Mutual Fund,UTI Dynamic Bond Fund-Reg(G),UTI Dynamic Bond Fund-Reg(G),2,1,4.15,2.38,5.17,3.6,10.53,9.82,9.05,447.05,1.53,11896
Groww Dynamic Bond Fund-Reg(G),Aditya Birla Sun Life Mutual Fund,Aditya Birla SL Dynamic Bond Fund-Reg(G),Aditya Birla SL Dynamic Bond Fund-Reg(G),1,2,4.74,2.68,5.75,4.13,11.82,8.82,7.65,1766.56,1.23,302
Groww Dynamic Bond Fund-Reg(G),ICICI Prudential Mutual Fund,ICICI Pru All Seasons Bond Fund(G),ICICI Pru All Seasons Bond Fund(G),4,6,4.1,2.06,5.49,3.6,10.54,8.1,7.34,14362.97,1.29,8499
Groww Dynamic Bond Fund-Reg(G),HDFC Mutual Fund,HDFC Dynamic Debt Fund(G),HDFC Dynamic Debt Fund(G),4,15,4.49,2.47,5.26,3.91,11.0,7.47,7.08,778.49,1.52,1274
Kotak CRISIL-IBX AAA Bond Financial Services Index - Dec 2026 Fund-Reg(G),Kotak Mahindra Mutual Fund,Kotak CRISIL-IBX AAA Bond Financial Services Index - Dec 2026 Fund-Reg(G),Kotak CRISIL-IBX AAA Bond Financial Services Index - Dec 2026 Fund-Reg(G),Unrated,,,1.41,,,,,,62.38,0.3,49471
Kotak CRISIL-IBX AAA Bond Financial Services Index - Dec 2026 Fund-Reg(G),Bank of India Mutual Fund,Bank of India Short Term Income Fund-Reg(G),Bank of India Short Term Income Fund-Reg(G),Unrated,1,3.19,1.52,6.28,2.75,10.47,9.38,8.25,114.11,1.0,7456
Kotak CRISIL-IBX AAA Bond Financial Services Index - Dec 2026 Fund-Reg(G),UTI Mutual Fund,UTI Short Duration Fund-Reg(G),UTI Short Duration Fund-Reg(G),4,6,3.42,1.74,4.7,3.0,8.99,7.08,7.47,2565.85,0.84,3656
Kotak CRISIL-IBX AAA Bond Financial Services Index - Dec 2026 Fund-Reg(G),Franklin Templeton Mutual Fund,Franklin India ST Income Plan(G),Franklin India ST Income Plan(G),1,23,6.6,6.6,6.6,6.6,6.6,5.38,7.32,12.51,,3402
Kotak CRISIL-IBX AAA Bond Financial Services Index - Dec 2026 Fund-Reg(G),Aditya Birla Sun Life Mutual Fund,Aditya Birla SL Short Term Fund(G),Aditya Birla SL Short Term Fund(G),4,4,3.54,1.77,4.86,3.06,9.35,7.2,7.03,8068.03,0.94,287
Quantum Multi Asset FOFs-Reg(G),Quantum Mutual Fund,Quantum Multi Asset FOFs-Reg(G),Quantum Multi Asset FOFs-Reg(G),Unrated,27,6.1,3.96,5.31,5.88,13.16,12.17,12.6,61.99,0.47,20096
Quantum Multi Asset FOFs-Reg(G),ICICI Prudential Mutual Fund,ICICI Pru Bharat 22 FOF-(G),ICICI Pru Bharat 22 FOF-(G),Unrated,1,-0.03,3.98,-4.97,3.47,3.83,27.85,34.24,2206.27,0.13,40232
Quantum Multi Asset FOFs-Reg(G),ICICI Prudential Mutual Fund,ICICI Pru India Equity (FOF)(G),ICICI Pru India Equity (FOF)(G),Unrated,2,-0.56,2.99,-1.84,2.72,11.97,19.99,29.83,157.97,1.21,44626
Quantum Multi Asset FOFs-Reg(G),ICICI Prudential Mutual Fund,ICICI Pru Thematic Advantage Fund(FOF)(G),ICICI Pru Thematic Advantage Fund(FOF)(G),Unrated,3,1.11,4.38,1.12,4.55,18.61,18.94,29.37,2595.41,1.48,1706
Quantum Multi Asset FOFs-Reg(G),ICICI Prudential Mutual Fund,ICICI Pru Passive Strategy Fund(FOF)(G),ICICI Pru Passive Strategy Fund(FOF)(G),Unrated,6,2.87,5.12,0.71,5.68,13.84,18.01,25.13,181.02,0.44,1698
Union Childrens Fund-Reg(G),Union Mutual Fund,Union Childrens Fund-Reg(G),Union Childrens Fund-Reg(G),Unrated,,-3.32,2.57,-3.58,2.66,9.86,,,61.87,2.41,48373
Union Childrens Fund-Reg(G),ICICI Prudential Mutual Fund,ICICI Pru Retirement Fund-Pure Equity Plan(G),ICICI Pru Retirement Fund-Pure Equity Plan(G),4,1,-0.87,3.59,-2.51,3.15,8.07,20.53,29.84,1073.69,2.18,25667
Union Childrens Fund-Reg(G),HDFC Mutual Fund,HDFC Retirement Savings Fund-Equity Plan-Reg(G),HDFC Retirement Savings Fund-Equity Plan-Reg(G),5,3,-0.59,4.05,-2.3,3.19,9.85,18.66,29.12,5983.38,1.79,24803
Union Childrens Fund-Reg(G),Nippon India Mutual Fund,Nippon India Retirement Fund-Wealth Creation(G),Nippon India Retirement Fund-Wealth Creation(G),3,6,-3.0,3.79,-3.98,2.78,9.4,16.99,24.44,3044.04,1.95,17164
Union Childrens Fund-Reg(G),Tata Mutual Fund,Tata Young Citizen Fund,Tata Young Citizen Fund,4,12,-1.35,5.14,-2.85,2.35,8.12,13.86,22.79,340.23,2.5,3304
Tata Quant Fund-Reg(G),Tata Mutual Fund,Tata Quant Fund-Reg(G),Tata Quant Fund-Reg(G),Unrated,28,-6.46,-0.17,-15.28,-6.56,6.11,12.21,14.31,61.7,2.42,44447
Tata Quant Fund-Reg(G),ICICI Prudential Mutual Fund,ICICI Pru Commodities Fund-Reg(G),ICICI Pru Commodities Fund-Reg(G),Unrated,24,2.17,0.51,-0.86,3.53,0.41,14.06,38.8,2614.85,2.07,41999
Tata Quant Fund-Reg(G),ICICI Prudential Mutual Fund,ICICI Pru India Opp Fund(G),ICICI Pru India Opp Fund(G),3,6,2.72,3.37,-0.84,4.64,13.75,22.61,34.25,25696.42,1.63,42140
Tata Quant Fund-Reg(G),Franklin Templeton Mutual Fund,Franklin India Opportunities Fund(G),Franklin India Opportunities Fund(G),3,2,-4.76,4.46,-2.89,1.25,13.54,29.11,32.74,6046.75,1.79,946
Tata Quant Fund-Reg(G),Aditya Birla Sun Life Mutual Fund,Aditya Birla SL PSU Equity Fund-Reg(G),Aditya Birla SL PSU Equity Fund-Reg(G),Unrated,4,2.86,6.34,-2.27,6.55,-1.58,27.53,32.53,5342.23,1.77,43788
Axis Retirement Fund-Conservative Plan-Reg(G),Axis Mutual Fund,Axis Retirement Fund-Conservative Plan-Reg(G),Axis Retirement Fund-Conservative Plan-Reg(G),Unrated,31,2.69,3.14,1.7,3.1,9.13,8.46,10.25,61.64,2.16,43843
Axis Retirement Fund-Conservative Plan-Reg(G),ICICI Prudential Mutual Fund,ICICI Pru Retirement Fund-Pure Equity Plan(G),ICICI Pru Retirement Fund-Pure Equity Plan(G),4,1,-0.87,3.59,-2.51,3.15,8.07,20.53,29.84,1073.69,2.18,25667
Axis Retirement Fund-Conservative Plan-Reg(G),HDFC Mutual Fund,HDFC Retirement Savings Fund-Equity Plan-Reg(G),HDFC Retirement Savings Fund-Equity Plan-Reg(G),5,3,-0.59,4.05,-2.3,3.19,9.85,18.66,29.12,5983.38,1.79,24803
Axis Retirement Fund-Conservative Plan-Reg(G),Nippon India Mutual Fund,Nippon India Retirement Fund-Wealth Creation(G),Nippon India Retirement Fund-Wealth Creation(G),3,6,-3.0,3.79,-3.98,2.78,9.4,16.99,24.44,3044.04,1.95,17164
Axis Retirement Fund-Conservative Plan-Reg(G),Tata Mutual Fund,Tata Young Citizen Fund,Tata Young Citizen Fund,4,12,-1.35,5.14,-2.85,2.35,8.12,13.86,22.79,340.23,2.5,3304
DSP US Treasury FoF-Reg(G),DSP Mutual Fund,DSP US Treasury FoF-Reg(G),DSP US Treasury FoF-Reg(G),Unrated,,2.9,-1.57,2.52,0.94,8.63,,,61.45,0.26,48492
DSP US Treasury FoF-Reg(G),Motilal Oswal Mutual Fund,Motilal Oswal Nasdaq 100 FOF-Reg(G),Motilal Oswal Nasdaq 100 FOF-Reg(G),Unrated,3,-20.83,-10.54,-0.29,-22.23,15.88,17.7,19.91,5339.19,0.57,41322
DSP US Treasury FoF-Reg(G),Invesco Mutual Fund,Invesco India - Invesco Global Equity Income FoF-Reg(G),Invesco India - Invesco Global Equity Income FoF-Reg(G),Unrated,11,-2.15,-6.09,-2.62,-6.53,11.16,13.85,17.85,31.66,1.4,24405
DSP US Treasury FoF-Reg(G),Edelweiss Mutual Fund,Edelweiss Europe Dynamic Equity Off-shore Fund-Reg(G),Edelweiss Europe Dynamic Equity Off-shore Fund-Reg(G),Unrated,7,16.41,0.43,9.72,11.9,16.69,14.45,16.95,108.28,2.33,24618
DSP US Treasury FoF-Reg(G),Edelweiss Mutual Fund,Edelweiss US Technology Equity FOF-Reg(G),Edelweiss US Technology Equity FOF-Reg(G),Unrated,13,-16.19,-11.68,-10.12,-25.03,4.51,12.77,16.34,2350.91,2.35,44630
Shriram Balanced Advantage Fund-Reg(G),Shriram Mutual Fund,Shriram Balanced Advantage Fund-Reg(G),Shriram Balanced Advantage Fund-Reg(G),Unrated,21,-4.38,2.57,-5.23,2.71,-2.01,8.75,11.41,60.11,2.38,43158
Shriram Balanced Advantage Fund-Reg(G),HDFC Mutual Fund,HDFC Balanced Advantage Fund(G),HDFC Balanced Advantage Fund(G),4,1,1.01,2.82,-0.02,3.0,9.58,19.37,25.8,94824.34,1.37,1273
Shriram Balanced Advantage Fund-Reg(G),Baroda BNP Paribas Mutual Fund,Baroda BNP Paribas Balanced Advantage Fund-Reg(G),Baroda BNP Paribas Balanced Advantage Fund-Reg(G),5,3,-0.7,2.77,0.01,2.78,8.58,13.2,17.56,4073.23,1.89,38263
